CoinId,Deity,Denomination,Material,Mint,FrontDescription,Portrait,Region,BackDescription,Year
RIC V Diocletian 634,Pax,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, cuirassed, right",Constantius Chlorus,Gallia,"Pax, draped, standing left, holding olive-branch in right hand and sceptre in left hand",295
RIC V Diocletian 633,Pax,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, right",Constantius Chlorus,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",294
RIC V Diocletian 632,Pax,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, right, or bust of Constantius Chlorus, radiate, draped, cuirassed, right",Constantius Chlorus,Gallia,"Pax, draped, standing left, holding Victory on globe in right hand and sceptre in left hand",294
RIC V Diocletian 631,Sol,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, cuirassed, right, or bust of Constantius Chlorus, radiate, helmeted, cuirassed, left, holding spear in right hand and shield in left hand, or bust of Constantius Chlorus, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Constantius Chlorus,Gallia,"Sol, standing left, raising right hand and holding whip in left hand",295
RIC V Diocletian 630,Laetitia,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, cuirassed, right",Constantius Chlorus,Gallia,"Laetitia, draped, standing left, holding wreath in right hand and rudder or anchor in left hand",295
RIC V Diocletian 629,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, cuirassed, right",Constantius Chlorus,Gallia,"Jupiter, seated left, holding Victory on globe in right hand and sceptre in left hand",294
RIC V Diocletian 628,Concordia,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, cuirassed, right",Constantius Chlorus,Gallia,"Two Concordiae, draped, standing facing each other, clasping right hands and holding cornucopiae in left hands",294
RIC V Diocletian 627,Minerva,Antoninianus,Silver,Lugdunum,"Bust of Constantius Chlorus, radiate, draped, right, or bust of Constantius Chlorus, radiate, draped, cuirassed, right, or bust of Constantius Chlorus, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Constantius Chlorus,Gallia,"Minerva, helmeted, draped, standing left, holding spear in right hand and leaning on shield with left hand",295
RIC V Diocletian 626,Jupiter,Antoninianus,Silver,Tripolis,"Bust of Maximian, radiate, cuirassed, right",Maximian,Phoenicia,"Maximian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285|290
RIC V Diocletian 625,Victory|Jupiter,Antoninianus,Silver,Tripolis,"Bust of Maximian, radiate, cuirassed, right",Maximian,Phoenicia,"Victory, winged, draped, walking right, holding palm in right hand and presenting wreath to Jupiter, standing left, holding globe and sceptre",285|290
RIC V Diocletian 624,Jupiter|Hercules,Antoninianus,Silver,Tripolis,"Bust of Maximian, radiate, cuirassed, right",Maximian,Phoenicia,"Jupiter, standing right, holding globe in right hand and sceptre in left hand, facing Hercules, standing left, holding club and lion's skin",285|290
RIC V Diocletian 623,Jupiter,Antoninianus,Silver,Antioch,"Bust of Maximian, radiate, cuirassed, right",Maximian,Syria,"Maximian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",285
RIC V Diocletian 622,Jupiter|Hercules,Antoninianus,Silver,Antioch,"Bust of Maximian, radiate, cuirassed, right",Maximian,Syria,"Jupiter, standing right, holding globe in right hand and sceptre in left hand, facing Hercules, standing left, holding club and lion's skin",285|295
RIC V Diocletian 621,Jupiter,Antoninianus,Silver,Antioch,"Bust of Maximian, radiate, cuirassed, right",Maximian,Syria,"Maximian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293
RIC V Diocletian 620,Jupiter,Aureus,Gold,Antioch,"Bust of Maximian, laureate, cuirassed, right",Maximian,Syria,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Diocletian 619,Hercules,Aureus,Gold,Antioch,"Bust of Maximian, laureate, cuirassed, left, holding spear and shield",Maximian,Syria,"Hercules, standing left, holding club in right hand and lion's skin in left hand",284|294
RIC V Diocletian 618,Parcae,Aureus,Gold,Antioch,"Bust of Maximian, laureate, cuirassed, right",Maximian,Syria,"The Parcae, draped, standing, clasping hands",284|294
RIC V Diocletian 617,Parcae,Aureus,Gold,Antioch,"Bust of Maximian, laureate, cuirassed, right",Maximian,Syria,"The Parcae, draped, standing, clasping hands",284|294
RIC V Diocletian 616,,Aureus,Gold,Antioch,"Head of Maximian, laureate, left",Maximian|Diocletian,Syria,"Diocletian and Maximian, draped, cuirassed, seated left, each holding globe and parazonium, being crowned by Victory",284|294
RIC V Diocletian 615,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right",Maximian|Diocletian,Syria,"Diocletian and Maximian, draped, cuirassed, seated left, each holding globe and parazonium, being crowned by Victory",284|294
RIC V Diocletian 614,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right or left",Maximian,Syria,"Maximian, draped, cuirassed, standing left, raising right hand and holding spear in left hand; behind, four ensigns",284|294
RIC V Diocletian 613,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right",Maximian,Syria,"Maximian, draped, cuirassed, riding right, spearing fallen enemy",290|293
RIC V Diocletian 612,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right or left",Maximian,Syria,"Maximian, draped, cuirassed, riding right, spearing fallen enemy",288|289
RIC V Diocletian 611,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right",Maximian,Syria,"Maximian, draped, cuirassed, holding globe in right hand and sometimes parazonium",293|295
RIC V Diocletian 610,,Aureus,Gold,Antioch,"Head of Maximian, laureate, left",Maximian,Syria,"Maximian, draped, seated left, holding Victory on globe in right hand",290|293
RIC V Diocletian 609,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right",Maximian,Syria,"Maximian, draped, cuirassed, standing left, holding globe in right hand",290|293
RIC V Diocletian 608,,Aureus,Gold,Antioch,"Head of Maximian, laureate, right",Maximian,Syria,"Maximian, draped, cuirassed, standing left, holding globe in right hand",284|294
RIC V Diocletian 607,Jupiter,Antoninianus,Silver,Cyzicus,"Bust of Maximian, radiate, draped, right; beneath bust, sometimes dot",Maximian,Mysia,"Maximian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293
RIC V Diocletian 606,Jupiter,Antoninianus,Silver,Cyzicus,"Bust of Maximian, radiate, draped, right",Maximian,Mysia,"Maximian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",293
RIC V Diocletian 605,Hercules,Aureus,Gold,Cyzicus,"Bust of Maximian, laureate, draped, right, or bust of Maximian, laureate, draped, cuirassed, right",Maximian,Mysia,"Hercules, standing right, leaning on club with lion's skin on rock",284|294
RIC V Diocletian 604,Concordia,Aureus,Gold,Cyzicus,"Bust of Maximian, laureate, draped, cuirassed, right",Maximian,Mysia,"Concordia, draped, standing left, holding two ensigns",284|294
RIC V Diocletian 603,Concordia,Aureus,Gold,Cyzicus,"Bust of Maximian, laureate, draped, right",Maximian,Mysia,"Concordia, draped, standing left, holding two ensigns",284|294
RIC V Diocletian 602,Concordia,Aureus,Gold,Cyzicus,"Bust of Maximian, laureate, draped, cuirassed, right, or head of Maximian, laureate, right",Maximian,Mysia,"Concordia, draped, standing left, holding two ensigns",284|294
RIC V Diocletian 601,Victory,Aureus,Gold,Cyzicus,"Head of Maximian, laureate, right",Maximian|Diocletian,Mysia,"Diocletian and Maximian, draped, cuirassed, seated left, each holding globe and parazonium, being crowned by Victory",284|294
RIC V Diocletian 600,,Aureus,Gold,Cyzicus,"Head of Maximian, laureate, right or left",Maximian,Mysia,"Maximian, draped, cuirassed, standing left, raising right hand and holding spear in left hand; behind, four ensigns",284|294
RIC V Diocletian 599,,Aureus,Gold,Cyzicus,"Head of Maximian, laureate, right",Maximian,Mysia,"Maximian, draped, cuirassed, riding right, spearing fallen enemy",290|293
RIC V Diocletian 598,,Aureus,Gold,Cyzicus,"Head of Maximian, laureate, right",Maximian,Mysia,"Maximian, draped, cuirassed, riding right, spearing fallen enemy",288|289
RIC V Diocletian 597,,Aureus,Gold,Cyzicus,"Head of Maximian, laureate, left",Maximian,Mysia,"Maximian, draped, seated left, holding victory on globe in right hand",299|303
RIC V Diocletian 596,,Aureus,Gold,Cyzicus,"Head of Maximian, laureate, right",Maximian,Mysia,"Maximian, draped, cuirassed, standing left, holding globe in right hand",299|303
RIC V Diocletian 595,Jupiter,Antoninianus,Silver,Heraclea,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Thrace,"Maximian, draped, cuirassed, standing right, holding parazonium in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre",292|295
RIC V Diocletian 594,Hercules,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Maximian,Pannonia,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",287
RIC V Diocletian 593,Hercules,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Maximian,Pannonia,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",287
RIC V Diocletian 592,Hercules,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Pannonia,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",287
RIC V Diocletian 591,Hercules,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, cuirassed, right",Maximian,Pannonia,"Hercules, standing right, holding club in right hand and bow and lion's skin in left hand",287
RIC V Diocletian 590,Hercules,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Pannonia,"Hercules, standing left, holding club in right hand",286
RIC V Diocletian 589,Victory,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right",Maximian|Diocletian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other; between them, Victory, placing her hands on their shoulders",292
RIC V Diocletian 588,Victory,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, cuirassed, right, seen from behind, or head of Maximian, radiate, right",Maximian|Diocletian,Pannonia,"Diocletian and Maximian, draped, cuirassed, standing facing each other; between them, Victory, placing her hands on their shoulders",292
RIC V Diocletian 587,,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, draped, cuirassed, right, or head of Maximian, radiate, right",Maximian|Diocletian,Pannonia,"Maximian, draped, cuirassed, standing left, receiving Victory on globe from Diocletian",291
RIC V Diocletian 586,,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or bust of Maximian, radiate, cuirassed, right, sometimes seen from behind, or head of Maximian, radiate, right",Maximian|Diocletian,Pannonia,"Maximian, draped, cuirassed, standing left, receiving Victory on globe from Diocletian",291
RIC V Diocletian 585,,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, right, or head of Maximian, radiate, right",Maximian|Diocletian,Pannonia,"Maximian, draped, cuirassed, standing left, receiving Victory on globe from Diocletian",291
RIC V Diocletian 584,Jupiter|Hercules,Antoninianus,Silver,Siscia,"Bust of Maximian, radiate, draped, cuirassed, right",Maximian,Pannonia,"Jupiter, standing right, holding sceptre in right hand and receiving Victory from Hercules standing left, holding club",293|295
RIC V Carus 360,,Antoninianus,Silver,Rome,"Bust of Numerian, radiate, draped, cuirassed, right",Numerian,Italy,"Numerian, draped, cuirassed, standing left, holding globe in right hand and sceptre or spear in left hand",282|283
RIC V Carus 358,Victory,Antoninianus,Silver,Lugdunum,"Bust of Numerian, radiate, draped, cuirassed, right",Numerian,Gallia,"Victory, winged, draped, standing left on globe, holding wreath in right hand and palm in left hand; on either side, captive",282|283
RIC V Carus 357,,Antoninianus,Silver,Lugdunum,"Bust of Numerian, radiate, draped, right",Numerian,Gallia,"Numerian, draped, cuirassed, standing left, holding globe in right hand and sceptre in left hand",282|283
RIC V Carus 356,,Antoninianus,Silver,Lugdunum,"Bust of Numerian, radiate, draped, right or bust of Numerian, radiate, draped, cuirassed, right",Numerian,Gallia,"Numerian, draped, cuirassed, standing left, holding globe in right hand and sceptre in left hand",282|283
RIC V Carus 355,Sol,Antoninianus,Silver,Lugdunum,"Bust of Numerian, radiate, draped, right",Numerian,Gallia,"Bust of Sol, radiate, draped, right",282|283
RIC V Carus 354,Mars,Antoninianus,Silver,Lugdunum,"Bust of Numerian, radiate, draped, right",Numerian,Gallia,"Mars, walking right, holding spear in right hand and trophy in left hand",282|283
RIC V Carus 353,Mars,Antoninianus,Silver,Lugdunum,"Bust of Numerian, radiate, draped, right or bust of Numerian, radiate, draped, cuirassed, right",Numerian,Gallia,"Mars, walking right, holding spear in right hand and trophy in left hand",282|283
RIC V Carus 352,,Aureus,Gold,Lugdunum,"Bust of Numerian, laureate, draped, right",Numerian,Gallia,"Numerian, draped, cuirassed, standing left, holding spear between four ensigns",282|283
RIC V Carus 351,Venus|Cupid,Antoninianus,Silver,Siscia,"Bust of Magnia Urbica, diademed, draped, right on crescent",Magnia Urbica,Pannonia,"Venus, draped, standing left, holding apple in right hand and sceptre in left hand; at foot, Cupid, extending hands to Venus",283|285
